"Dist Code","Year","State Code","State Name","Dist Name","RICE IRRIGATED AREA (1000 ha)"
"626","1988","18","Himachal Pradesh","Bilashpur","-1.0"
"627","1988","18","Himachal Pradesh","Chamba","-1.0"
"629","1988","18","Himachal Pradesh","Kangra","-1.0"
"630","1988","18","Himachal Pradesh","Kinnaur","-1.0"
"631","1988","18","Himachal Pradesh","Kullu","-1.0"
"632","1988","18","Himachal Pradesh","Lahul & Spiti","-1.0"
"633","1988","18","Himachal Pradesh","Solan","-1.0"
"634","1988","18","Himachal Pradesh","Mandi","-1.0"
"635","1988","18","Himachal Pradesh","Shimla","-1.0"
"636","1988","18","Himachal Pradesh","Sirmaur","-1.0"
"9","1966","6","Madhya Pradesh","Chhindwara","0.0"
"9","1967","6","Madhya Pradesh","Chhindwara","0.0"
"9","1969","6","Madhya Pradesh","Chhindwara","0.0"
"9","1970","6","Madhya Pradesh","Chhindwara","0.0"
"9","1971","6","Madhya Pradesh","Chhindwara","0.0"
"9","1972","6","Madhya Pradesh","Chhindwara","0.0"
"9","1973","6","Madhya Pradesh","Chhindwara","0.0"
"9","1974","6","Madhya Pradesh","Chhindwara","0.0"
"9","1975","6","Madhya Pradesh","Chhindwara","0.0"
"9","1976","6","Madhya Pradesh","Chhindwara","0.0"
"9","1977","6","Madhya Pradesh","Chhindwara","0.0"
"9","1978","6","Madhya Pradesh","Chhindwara","0.0"
"9","1979","6","Madhya Pradesh","Chhindwara","0.0"
"9","1980","6","Madhya Pradesh","Chhindwara","0.0"
"9","1981","6","Madhya Pradesh","Chhindwara","0.0"
"9","1982","6","Madhya Pradesh","Chhindwara","0.0"
"9","1983","6","Madhya Pradesh","Chhindwara","0.0"
"9","1984","6","Madhya Pradesh","Chhindwara","0.0"
"9","1985","6","Madhya Pradesh","Chhindwara","0.0"
"9","1986","6","Madhya Pradesh","Chhindwara","0.0"
"9","1987","6","Madhya Pradesh","Chhindwara","0.0"
"9","1988","6","Madhya Pradesh","Chhindwara","0.0"
"9","1989","6","Madhya Pradesh","Chhindwara","0.0"
"9","1992","6","Madhya Pradesh","Chhindwara","0.0"
"9","1993","6","Madhya Pradesh","Chhindwara","0.0"
"9","1994","6","Madhya Pradesh","Chhindwara","0.0"
"9","1995","6","Madhya Pradesh","Chhindwara","0.0"
"9","1996","6","Madhya Pradesh","Chhindwara","0.0"
"9","1997","6","Madhya Pradesh","Chhindwara","0.0"
"9","1999","6","Madhya Pradesh","Chhindwara","0.0"
"9","2001","6","Madhya Pradesh","Chhindwara","0.0"
"9","2002","6","Madhya Pradesh","Chhindwara","0.0"
"9","2003","6","Madhya Pradesh","Chhindwara","0.0"
"9","2004","6","Madhya Pradesh","Chhindwara","0.0"
"9","2005","6","Madhya Pradesh","Chhindwara","0.0"
"9","2006","6","Madhya Pradesh","Chhindwara","0.0"
"9","2007","6","Madhya Pradesh","Chhindwara","0.0"
"9","2008","6","Madhya Pradesh","Chhindwara","0.0"
"9","2009","6","Madhya Pradesh","Chhindwara","0.0"
"9","2010","6","Madhya Pradesh","Chhindwara","0.0"
"9","2011","6","Madhya Pradesh","Chhindwara","0.0"
"9","2012","6","Madhya Pradesh","Chhindwara","0.0"
"9","2013","6","Madhya Pradesh","Chhindwara","0.0"
"10","1970","6","Madhya Pradesh","Narsinghpur","0.0"
"10","1973","6","Madhya Pradesh","Narsinghpur","0.0"
"10","1975","6","Madhya Pradesh","Narsinghpur","0.0"
"10","1976","6","Madhya Pradesh","Narsinghpur","0.0"
"10","1977","6","Madhya Pradesh","Narsinghpur","0.0"
"10","1978","6","Madhya Pradesh","Narsinghpur","0.0"
"10","1980","6","Madhya Pradesh","Narsinghpur","0.0"
"10","1981","6","Madhya Pradesh","Narsinghpur","0.0"
"10","1982","6","Madhya Pradesh","Narsinghpur","0.0"
"10","1983","6","Madhya Pradesh","Narsinghpur","0.0"
"10","1984","6","Madhya Pradesh","Narsinghpur","0.0"
"10","1985","6","Madhya Pradesh","Narsinghpur","0.0"
"10","1986","6","Madhya Pradesh","Narsinghpur","0.0"
"10","1987","6","Madhya Pradesh","Narsinghpur","0.0"
"10","1988","6","Madhya Pradesh","Narsinghpur","0.0"
"10","1989","6","Madhya Pradesh","Narsinghpur","0.0"
"10","1990","6","Madhya Pradesh","Narsinghpur","0.0"
"10","1991","6","Madhya Pradesh","Narsinghpur","0.0"
"10","1992","6","Madhya Pradesh","Narsinghpur","0.0"
"10","1993","6","Madhya Pradesh","Narsinghpur","0.0"
"10","1994","6","Madhya Pradesh","Narsinghpur","0.0"
"10","1995","6","Madhya Pradesh","Narsinghpur","0.0"
"10","1996","6","Madhya Pradesh","Narsinghpur","0.0"
"10","1997","6","Madhya Pradesh","Narsinghpur","0.0"
"10","1998","6","Madhya Pradesh","Narsinghpur","0.0"
"10","1999","6","Madhya Pradesh","Narsinghpur","0.0"
"10","2000","6","Madhya Pradesh","Narsinghpur","0.0"
"13","1997","6","Madhya Pradesh","Sagar","0.0"
"13","2001","6","Madhya Pradesh","Sagar","0.0"
"13","2002","6","Madhya Pradesh","Sagar","0.0"
"13","2004","6","Madhya Pradesh","Sagar","0.0"
"13","2005","6","Madhya Pradesh","Sagar","0.0"
"13","2006","6","Madhya Pradesh","Sagar","0.0"
"13","2007","6","Madhya Pradesh","Sagar","0.0"
"13","2008","6","Madhya Pradesh","Sagar","0.0"
"13","2009","6","Madhya Pradesh","Sagar","0.0"
"13","2010","6","Madhya Pradesh","Sagar","0.0"
"13","2011","6","Madhya Pradesh","Sagar","0.0"
"13","2012","6","Madhya Pradesh","Sagar","0.0"
"13","2013","6","Madhya Pradesh","Sagar","0.0"
"13","2014","6","Madhya Pradesh","Sagar","0.0"
"13","2015","6","Madhya Pradesh","Sagar","0.0"
"13","2016","6","Madhya Pradesh","Sagar","0.0"
"13","2017","6","Madhya Pradesh","Sagar","0.0"
"15","1985","6","Madhya Pradesh","Tikamgarh","0.0"
"15","1998","6","Madhya Pradesh","Tikamgarh","0.0"
"15","2000","6","Madhya Pradesh","Tikamgarh","0.0"
"15","2006","6","Madhya Pradesh","Tikamgarh","0.0"
"15","2008","6","Madhya Pradesh","Tikamgarh","0.0"
"15","2009","6","Madhya Pradesh","Tikamgarh","0.0"
"15","2010","6","Madhya Pradesh","Tikamgarh","0.0"
"15","2011","6","Madhya Pradesh","Tikamgarh","0.0"
"15","2012","6","Madhya Pradesh","Tikamgarh","0.0"
"15","2013","6","Madhya Pradesh","Tikamgarh","0.0"
"15","2014","6","Madhya Pradesh","Tikamgarh","0.0"
"15","2015","6","Madhya Pradesh","Tikamgarh","0.0"
"15","2016","6","Madhya Pradesh","Tikamgarh","0.0"
"15","2017","6","Madhya Pradesh","Tikamgarh","0.0"
"16","1973","6","Madhya Pradesh","Chhatarpur","0.0"
"16","1976","6","Madhya Pradesh","Chhatarpur","0.0"
"16","1987","6","Madhya Pradesh","Chhatarpur","0.0"
"16","1989","6","Madhya Pradesh","Chhatarpur","0.0"
"16","1990","6","Madhya Pradesh","Chhatarpur","0.0"
"16","1991","6","Madhya Pradesh","Chhatarpur","0.0"
"16","1992","6","Madhya Pradesh","Chhatarpur","0.0"
"16","1993","6","Madhya Pradesh","Chhatarpur","0.0"
"16","1994","6","Madhya Pradesh","Chhatarpur","0.0"
"16","1995","6","Madhya Pradesh","Chhatarpur","0.0"
"16","1996","6","Madhya Pradesh","Chhatarpur","0.0"
"16","1997","6","Madhya Pradesh","Chhatarpur","0.0"
"16","1998","6","Madhya Pradesh","Chhatarpur","0.0"
"16","1999","6","Madhya Pradesh","Chhatarpur","0.0"
"16","2000","6","Madhya Pradesh","Chhatarpur","0.0"
"16","2001","6","Madhya Pradesh","Chhatarpur","0.0"
"16","2002","6","Madhya Pradesh","Chhatarpur","0.0"
"16","2003","6","Madhya Pradesh","Chhatarpur","0.0"
"16","2004","6","Madhya Pradesh","Chhatarpur","0.0"
