"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)"
"1","1990","14","Chhattisgarh","Durg","236.6"
"1","1991","14","Chhattisgarh","Durg","240.0"
"1","1992","14","Chhattisgarh","Durg","242.0"
"1","1993","14","Chhattisgarh","Durg","245.0"
"1","1994","14","Chhattisgarh","Durg","249.0"
"1","1995","14","Chhattisgarh","Durg","0.0"
"1","1996","14","Chhattisgarh","Durg","0.0"
"1","1997","14","Chhattisgarh","Durg","0.0"
"1","1999","14","Chhattisgarh","Durg","335.0"
"1","2008","14","Chhattisgarh","Durg","0.0"
"1","2009","14","Chhattisgarh","Durg","0.0"
"2","1990","14","Chhattisgarh","Bastar","185.8"
"2","1991","14","Chhattisgarh","Bastar","193.3"
"2","1992","14","Chhattisgarh","Bastar","212.0"
"2","1993","14","Chhattisgarh","Bastar","269.7"
"2","1994","14","Chhattisgarh","Bastar","304.2"
"2","1995","14","Chhattisgarh","Bastar","0.0"
"2","1996","14","Chhattisgarh","Bastar","0.0"
"2","1997","14","Chhattisgarh","Bastar","0.0"
"2","2008","14","Chhattisgarh","Bastar","0.0"
"2","2009","14","Chhattisgarh","Bastar","0.0"
"3","1990","14","Chhattisgarh","Raipur","588.2"
"3","1991","14","Chhattisgarh","Raipur","601.3"
"3","1992","14","Chhattisgarh","Raipur","592.4"
"3","1993","14","Chhattisgarh","Raipur","582.6"
"3","1994","14","Chhattisgarh","Raipur","573.4"
"3","1995","14","Chhattisgarh","Raipur","116.8"
"3","1996","14","Chhattisgarh","Raipur","114.35"
"3","1997","14","Chhattisgarh","Raipur","120.62"
"3","1999","14","Chhattisgarh","Raipur","393.5"
"3","2008","14","Chhattisgarh","Raipur","26.09"
"3","2009","14","Chhattisgarh","Raipur","41.86"
"4","1990","14","Chhattisgarh","Bilaspur","413.7"
"4","1991","14","Chhattisgarh","Bilaspur","450.0"
"4","1992","14","Chhattisgarh","Bilaspur","479.3"
"4","1993","14","Chhattisgarh","Bilaspur","501.5"
"4","1994","14","Chhattisgarh","Bilaspur","437.4"
"4","1995","14","Chhattisgarh","Bilaspur","0.0"
"4","1996","14","Chhattisgarh","Bilaspur","0.0"
"4","1997","14","Chhattisgarh","Bilaspur","0.0"
"4","1999","14","Chhattisgarh","Bilaspur","239.6"
"4","2008","14","Chhattisgarh","Bilaspur","0.0"
"4","2009","14","Chhattisgarh","Bilaspur","0.0"
"5","1990","14","Chhattisgarh","Raigarh","208.4"
"5","1991","14","Chhattisgarh","Raigarh","227.0"
"5","1992","14","Chhattisgarh","Raigarh","365.0"
"5","1993","14","Chhattisgarh","Raigarh","271.7"
"5","1994","14","Chhattisgarh","Raigarh","310.0"
"5","1995","14","Chhattisgarh","Raigarh","0.0"
"5","1996","14","Chhattisgarh","Raigarh","0.0"
"5","1997","14","Chhattisgarh","Raigarh","0.0"
"5","1999","14","Chhattisgarh","Raigarh","213.62"
"5","2008","14","Chhattisgarh","Raigarh","56.0"
"5","2009","14","Chhattisgarh","Raigarh","9.91"
"6","1990","14","Chhattisgarh","Surguja","193.4"
"6","1991","14","Chhattisgarh","Surguja","329.0"
"6","1992","14","Chhattisgarh","Surguja","309.7"
"6","1993","14","Chhattisgarh","Surguja","315.7"
"6","1994","14","Chhattisgarh","Surguja","305.0"
"6","1995","14","Chhattisgarh","Surguja","0.0"
"6","1996","14","Chhattisgarh","Surguja","0.0"
"6","1997","14","Chhattisgarh","Surguja","0.0"
"6","1999","14","Chhattisgarh","Surguja","244.5"
"6","2008","14","Chhattisgarh","Surguja","0.0"
"6","2009","14","Chhattisgarh","Surguja","0.0"
"7","1990","6","Madhya Pradesh","Jabalpur","61.9"
"7","1991","6","Madhya Pradesh","Jabalpur","65.0"
"7","1992","6","Madhya Pradesh","Jabalpur","65.0"
"7","1993","6","Madhya Pradesh","Jabalpur","85.0"
"7","1994","6","Madhya Pradesh","Jabalpur","90.0"
"7","1995","6","Madhya Pradesh","Jabalpur","0.0"
"7","1996","6","Madhya Pradesh","Jabalpur","0.0"
"7","1997","6","Madhya Pradesh","Jabalpur","0.0"
"7","1998","6","Madhya Pradesh","Jabalpur","45.0"
"7","1999","6","Madhya Pradesh","Jabalpur","35.0"
"7","2000","6","Madhya Pradesh","Jabalpur","0.0"
"7","2001","6","Madhya Pradesh","Jabalpur","0.0"
"7","2002","6","Madhya Pradesh","Jabalpur","0.0"
"7","2003","6","Madhya Pradesh","Jabalpur","0.0"
"7","2004","6","Madhya Pradesh","Jabalpur","0.0"
"7","2005","6","Madhya Pradesh","Jabalpur","0.0"
"7","2006","6","Madhya Pradesh","Jabalpur","0.0"
"7","2007","6","Madhya Pradesh","Jabalpur","0.0"
"7","2008","6","Madhya Pradesh","Jabalpur","0.0"
"7","2009","6","Madhya Pradesh","Jabalpur","0.0"
"7","2010","6","Madhya Pradesh","Jabalpur","0.0"
"7","2011","6","Madhya Pradesh","Jabalpur","0.0"
"8","1990","6","Madhya Pradesh","Balaghat","161.5"
"8","1991","6","Madhya Pradesh","Balaghat","164.4"
"8","1992","6","Madhya Pradesh","Balaghat","164.9"
"8","1993","6","Madhya Pradesh","Balaghat","185.0"
"8","1994","6","Madhya Pradesh","Balaghat","195.0"
"8","1995","6","Madhya Pradesh","Balaghat","32.57"
"8","1996","6","Madhya Pradesh","Balaghat","38.17"
"8","1997","6","Madhya Pradesh","Balaghat","28.7"
"8","1998","6","Madhya Pradesh","Balaghat","206.0"
"8","1999","6","Madhya Pradesh","Balaghat","210.0"
"8","2000","6","Madhya Pradesh","Balaghat","28.83"
"8","2001","6","Madhya Pradesh","Balaghat","34.78"
"8","2002","6","Madhya Pradesh","Balaghat","35.99"
"8","2003","6","Madhya Pradesh","Balaghat","29.11"
"8","2004","6","Madhya Pradesh","Balaghat","22.2"
"8","2005","6","Madhya Pradesh","Balaghat","41.86"
"8","2006","6","Madhya Pradesh","Balaghat","41.82"
"8","2007","6","Madhya Pradesh","Balaghat","51.7"
"8","2008","6","Madhya Pradesh","Balaghat","33.23"
"8","2009","6","Madhya Pradesh","Balaghat","43.49"
"8","2010","6","Madhya Pradesh","Balaghat","31.9"
"8","2011","6","Madhya Pradesh","Balaghat","35.92"
"9","1990","6","Madhya Pradesh","Chhindwara","22.6"
"9","1991","6","Madhya Pradesh","Chhindwara","23.5"
"9","1992","6","Madhya Pradesh","Chhindwara","18.7"
"9","1993","6","Madhya Pradesh","Chhindwara","13.0"
"9","1994","6","Madhya Pradesh","Chhindwara","10.0"
"9","1995","6","Madhya Pradesh","Chhindwara","0.07"
"9","1996","6","Madhya Pradesh","Chhindwara","0.82"
"9","1997","6","Madhya Pradesh","Chhindwara","0.69"
"9","1998","6","Madhya Pradesh","Chhindwara","17.2"
"9","1999","6","Madhya Pradesh","Chhindwara","18.86"
"9","2000","6","Madhya Pradesh","Chhindwara","5.78"
"9","2001","6","Madhya Pradesh","Chhindwara","3.96"
"9","2002","6","Madhya Pradesh","Chhindwara","4.26"
"9","2003","6","Madhya Pradesh","Chhindwara","3.07"
"9","2004","6","Madhya Pradesh","Chhindwara","3.66"
"9","2005","6","Madhya Pradesh","Chhindwara","6.38"
"9","2006","6","Madhya Pradesh","Chhindwara","10.3"
"9","2007","6","Madhya Pradesh","Chhindwara","5.12"
"9","2008","6","Madhya Pradesh","Chhindwara","15.89"
"9","2009","6","Madhya Pradesh","Chhindwara","2.1"
"9","2010","6","Madhya Pradesh","Chhindwara","2.38"
"9","2011","6","Madhya Pradesh","Chhindwara","0.31"
"10","1990","6","Madhya Pradesh","Narsinghpur","129.9"
"10","1991","6","Madhya Pradesh","Narsinghpur","13.8"
"10","1992","6","Madhya Pradesh","Narsinghpur","9.2"
"10","1993","6","Madhya Pradesh","Narsinghpur","8.5"
"10","1994","6","Madhya Pradesh","Narsinghpur","10.0"
"10","1995","6","Madhya Pradesh","Narsinghpur","0.76"
"10","1996","6","Madhya Pradesh","Narsinghpur","0.58"
"10","1997","6","Madhya Pradesh","Narsinghpur","0.3"
"10","1998","6","Madhya Pradesh","Narsinghpur","7.4"
"10","1999","6","Madhya Pradesh","Narsinghpur","6.8"
"10","2000","6","Madhya Pradesh","Narsinghpur","0.0"
"10","2001","6","Madhya Pradesh","Narsinghpur","3.71"
"10","2002","6","Madhya Pradesh","Narsinghpur","0.0"
"10","2003","6","Madhya Pradesh","Narsinghpur","8.24"
"10","2004","6","Madhya Pradesh","Narsinghpur","11.51"
"10","2005","6","Madhya Pradesh","Narsinghpur","3.67"
"10","2006","6","Madhya Pradesh","Narsinghpur","3.84"
"10","2007","6","Madhya Pradesh","Narsinghpur","5.18"
"10","2008","6","Madhya Pradesh","Narsinghpur","5.19"
"10","2009","6","Madhya Pradesh","Narsinghpur","6.71"
"10","2010","6","Madhya Pradesh","Narsinghpur","9.36"
"10","2011","6","Madhya Pradesh","Narsinghpur","9.28"
"11","1990","6","Madhya Pradesh","Seoni","50.2"
"11","1991","6","Madhya Pradesh","Seoni","50.0"
"11","1992","6","Madhya Pradesh","Seoni","62.0"
"11","1993","6","Madhya Pradesh","Seoni","75.0"
"11","1994","6","Madhya Pradesh","Seoni","85.0"
"11","1995","6","Madhya Pradesh","Seoni","0.0"
"11","1996","6","Madhya Pradesh","Seoni","0.0"
"11","1997","6","Madhya Pradesh","Seoni","0.0"
"11","1998","6","Madhya Pradesh","Seoni","72.7"
"11","1999","6","Madhya Pradesh","Seoni","85.0"
"11","2000","6","Madhya Pradesh","Seoni","0.0"
"11","2001","6","Madhya Pradesh","Seoni","0.0"
"11","2002","6","Madhya Pradesh","Seoni","0.0"
"11","2003","6","Madhya Pradesh","Seoni","0.0"
"11","2004","6","Madhya Pradesh","Seoni","0.0"
"11","2005","6","Madhya Pradesh","Seoni","0.0"
"11","2006","6","Madhya Pradesh","Seoni","0.0"
"11","2007","6","Madhya Pradesh","Seoni","0.0"
"11","2008","6","Madhya Pradesh","Seoni","0.0"
"11","2009","6","Madhya Pradesh","Seoni","0.0"
"11","2010","6","Madhya Pradesh","Seoni","0.0"
"11","2011","6","Madhya Pradesh","Seoni","0.0"
"12","1990","6","Madhya Pradesh","Mandla","70.3"
"12","1991","6","Madhya Pradesh","Mandla","75.5"
"12","1992","6","Madhya Pradesh","Mandla","111.5"
"12","1993","6","Madhya Pradesh","Mandla","100.0"
"12","1994","6","Madhya Pradesh","Mandla","106.0"
"12","1995","6","Madhya Pradesh","Mandla","0.0"
"12","1996","6","Madhya Pradesh","Mandla","0.0"
"12","1997","6","Madhya Pradesh","Mandla","0.0"
"12","1998","6","Madhya Pradesh","Mandla","40.5"
"12","1999","6","Madhya Pradesh","Mandla","45.0"
"12","2000","6","Madhya Pradesh","Mandla","0.0"
"12","2001","6","Madhya Pradesh","Mandla","0.0"
"12","2002","6","Madhya Pradesh","Mandla","0.0"
"12","2003","6","Madhya Pradesh","Mandla","0.0"
"12","2004","6","Madhya Pradesh","Mandla","0.0"
"12","2005","6","Madhya Pradesh","Mandla","0.0"
"12","2006","6","Madhya Pradesh","Mandla","0.0"
"12","2007","6","Madhya Pradesh","Mandla","0.0"
"12","2008","6","Madhya Pradesh","Mandla","0.0"
"12","2009","6","Madhya Pradesh","Mandla","0.0"
"12","2010","6","Madhya Pradesh","Mandla","0.0"
"12","2011","6","Madhya Pradesh","Mandla","0.0"
"13","1990","6","Madhya Pradesh","Sagar","4.8"
"13","1991","6","Madhya Pradesh","Sagar","3.9"
"13","1992","6","Madhya Pradesh","Sagar","6.0"
"13","1993","6","Madhya Pradesh","Sagar","6.0"
"13","1994","6","Madhya Pradesh","Sagar","5.5"
"13","1995","6","Madhya Pradesh","Sagar","0.0"
"13","1996","6","Madhya Pradesh","Sagar","0.0"
"13","1997","6","Madhya Pradesh","Sagar","0.0"
"13","1998","6","Madhya Pradesh","Sagar","2.4"
"13","1999","6","Madhya Pradesh","Sagar","3.2"
"13","2000","6","Madhya Pradesh","Sagar","0.02"
"13","2001","6","Madhya Pradesh","Sagar","0.0"
"13","2002","6","Madhya Pradesh","Sagar","0.0"
"13","2003","6","Madhya Pradesh","Sagar","0.0"
"13","2004","6","Madhya Pradesh","Sagar","0.0"
"13","2005","6","Madhya Pradesh","Sagar","0.0"
"13","2006","6","Madhya Pradesh","Sagar","0.0"
"13","2007","6","Madhya Pradesh","Sagar","0.0"
"13","2008","6","Madhya Pradesh","Sagar","0.0"
"13","2009","6","Madhya Pradesh","Sagar","0.0"
"13","2010","6","Madhya Pradesh","Sagar","0.0"
"13","2011","6","Madhya Pradesh","Sagar","0.0"
"14","1990","6","Madhya Pradesh","Damoh","8.3"
"14","1991","6","Madhya Pradesh","Damoh","17.0"
"14","1992","6","Madhya Pradesh","Damoh","10.0"
"14","1993","6","Madhya Pradesh","Damoh","8.4"
"14","1994","6","Madhya Pradesh","Damoh","14.0"
"14","1995","6","Madhya Pradesh","Damoh","0.0"
"14","1996","6","Madhya Pradesh","Damoh","0.0"
"14","1997","6","Madhya Pradesh","Damoh","0.0"
"14","1998","6","Madhya Pradesh","Damoh","21.5"
"14","1999","6","Madhya Pradesh","Damoh","10.46"
"14","2000","6","Madhya Pradesh","Damoh","0.0"
"14","2001","6","Madhya Pradesh","Damoh","0.0"
"14","2002","6","Madhya Pradesh","Damoh","0.0"
"14","2003","6","Madhya Pradesh","Damoh","0.0"
"14","2004","6","Madhya Pradesh","Damoh","0.0"
"14","2005","6","Madhya Pradesh","Damoh","0.0"
"14","2006","6","Madhya Pradesh","Damoh","0.0"
"14","2007","6","Madhya Pradesh","Damoh","0.0"
"14","2008","6","Madhya Pradesh","Damoh","0.0"
"14","2009","6","Madhya Pradesh","Damoh","0.0"
"14","2010","6","Madhya Pradesh","Damoh","0.0"
"14","2011","6","Madhya Pradesh","Damoh","0.0"
"15","1990","6","Madhya Pradesh","Tikamgarh","5.6"
"15","1991","6","Madhya Pradesh","Tikamgarh","9.8"
"15","1992","6","Madhya Pradesh","Tikamgarh","6.5"
"15","1993","6","Madhya Pradesh","Tikamgarh","12.0"
"15","1994","6","Madhya Pradesh","Tikamgarh","12.0"
"15","1995","6","Madhya Pradesh","Tikamgarh","0.0"
"15","1996","6","Madhya Pradesh","Tikamgarh","0.0"
"15","1997","6","Madhya Pradesh","Tikamgarh","0.0"
"15","1998","6","Madhya Pradesh","Tikamgarh","5.3"
"15","1999","6","Madhya Pradesh","Tikamgarh","4.64"
"15","2000","6","Madhya Pradesh","Tikamgarh","0.0"
"15","2001","6","Madhya Pradesh","Tikamgarh","0.0"
"15","2002","6","Madhya Pradesh","Tikamgarh","0.98"
"15","2003","6","Madhya Pradesh","Tikamgarh","0.0"
"15","2004","6","Madhya Pradesh","Tikamgarh","0.0"
"15","2005","6","Madhya Pradesh","Tikamgarh","0.0"
"15","2006","6","Madhya Pradesh","Tikamgarh","0.0"
"15","2007","6","Madhya Pradesh","Tikamgarh","0.0"
"15","2008","6","Madhya Pradesh","Tikamgarh","0.0"
"15","2009","6","Madhya Pradesh","Tikamgarh","0.0"
"15","2010","6","Madhya Pradesh","Tikamgarh","0.0"
"15","2011","6","Madhya Pradesh","Tikamgarh","0.0"
"16","1990","6","Madhya Pradesh","Chhatarpur","13.4"
"16","1991","6","Madhya Pradesh","Chhatarpur","4.7"
"16","1992","6","Madhya Pradesh","Chhatarpur","9.0"
"16","1993","6","Madhya Pradesh","Chhatarpur","9.5"
"16","1994","6","Madhya Pradesh","Chhatarpur","14.0"
"16","1995","6","Madhya Pradesh","Chhatarpur","0.0"
"16","1996","6","Madhya Pradesh","Chhatarpur","0.0"
"16","1997","6","Madhya Pradesh","Chhatarpur","0.0"
"16","1998","6","Madhya Pradesh","Chhatarpur","8.5"
"16","1999","6","Madhya Pradesh","Chhatarpur","4.92"
"16","2000","6","Madhya Pradesh","Chhatarpur","0.0"
"16","2001","6","Madhya Pradesh","Chhatarpur","0.0"
"16","2002","6","Madhya Pradesh","Chhatarpur","0.0"
"16","2003","6","Madhya Pradesh","Chhatarpur","0.0"
"16","2004","6","Madhya Pradesh","Chhatarpur","0.0"
"16","2005","6","Madhya Pradesh","Chhatarpur","0.0"
"16","2006","6","Madhya Pradesh","Chhatarpur","0.0"
"16","2007","6","Madhya Pradesh","Chhatarpur","0.0"
"16","2008","6","Madhya Pradesh","Chhatarpur","0.0"
"16","2009","6","Madhya Pradesh","Chhatarpur","0.0"
"16","2010","6","Madhya Pradesh","Chhatarpur","0.0"
"16","2011","6","Madhya Pradesh","Chhatarpur","0.0"
"17","1990","6","Madhya Pradesh","Panna","12.0"
"17","1991","6","Madhya Pradesh","Panna","4.6"
"17","1992","6","Madhya Pradesh","Panna","12.0"
"17","1993","6","Madhya Pradesh","Panna","10.0"
"17","1994","6","Madhya Pradesh","Panna","14.5"
"17","1995","6","Madhya Pradesh","Panna","0.0"
"17","1996","6","Madhya Pradesh","Panna","0.0"
"17","1997","6","Madhya Pradesh","Panna","0.0"
"17","1998","6","Madhya Pradesh","Panna","21.8"
"17","1999","6","Madhya Pradesh","Panna","23.0"
"17","2000","6","Madhya Pradesh","Panna","0.0"
"17","2001","6","Madhya Pradesh","Panna","0.0"
"17","2002","6","Madhya Pradesh","Panna","0.0"
"17","2003","6","Madhya Pradesh","Panna","0.0"
"17","2004","6","Madhya Pradesh","Panna","0.0"
"17","2005","6","Madhya Pradesh","Panna","0.0"
"17","2006","6","Madhya Pradesh","Panna","0.0"
"17","2007","6","Madhya Pradesh","Panna","0.0"
"17","2008","6","Madhya Pradesh","Panna","0.0"
"17","2009","6","Madhya Pradesh","Panna","0.0"
"17","2010","6","Madhya Pradesh","Panna","0.0"
"17","2011","6","Madhya Pradesh","Panna","0.0"
"18","1990","6","Madhya Pradesh","Rewa","67.0"
"18","1991","6","Madhya Pradesh","Rewa","30.5"
"18","1992","6","Madhya Pradesh","Rewa","52.2"
"18","1993","6","Madhya Pradesh","Rewa","40.0"
"18","1994","6","Madhya Pradesh","Rewa","72.8"
"18","1995","6","Madhya Pradesh","Rewa","18.33"
"18","1996","6","Madhya Pradesh","Rewa","9.53"
"18","1997","6","Madhya Pradesh","Rewa","9.72"
"18","1998","6","Madhya Pradesh","Rewa","91.3"
"18","1999","6","Madhya Pradesh","Rewa","92.0"
"18","2000","6","Madhya Pradesh","Rewa","12.5"
"18","2001","6","Madhya Pradesh","Rewa","17.64"
"18","2002","6","Madhya Pradesh","Rewa","22.84"
"18","2003","6","Madhya Pradesh","Rewa","31.19"
"18","2004","6","Madhya Pradesh","Rewa","33.0"
"18","2005","6","Madhya Pradesh","Rewa","37.56"
"18","2006","6","Madhya Pradesh","Rewa","28.55"
"18","2007","6","Madhya Pradesh","Rewa","12.83"
"18","2008","6","Madhya Pradesh","Rewa","19.82"
"18","2009","6","Madhya Pradesh","Rewa","11.13"
"18","2010","6","Madhya Pradesh","Rewa","9.81"
"18","2011","6","Madhya Pradesh","Rewa","8.98"
"19","1990","6","Madhya Pradesh","Sidhi","34.9"
"19","1991","6","Madhya Pradesh","Sidhi","29.7"
"19","1992","6","Madhya Pradesh","Sidhi","34.1"
"19","1993","6","Madhya Pradesh","Sidhi","25.0"
"19","1994","6","Madhya Pradesh","Sidhi","26.2"
"19","1995","6","Madhya Pradesh","Sidhi","0.0"
"19","1996","6","Madhya Pradesh","Sidhi","0.0"
"19","1997","6","Madhya Pradesh","Sidhi","0.0"
"19","1998","6","Madhya Pradesh","Sidhi","54.0"
"19","1999","6","Madhya Pradesh","Sidhi","56.57"
"19","2000","6","Madhya Pradesh","Sidhi","0.0"
"19","2001","6","Madhya Pradesh","Sidhi","0.0"
"19","2002","6","Madhya Pradesh","Sidhi","0.0"
"19","2003","6","Madhya Pradesh","Sidhi","0.0"
"19","2004","6","Madhya Pradesh","Sidhi","0.0"
"19","2005","6","Madhya Pradesh","Sidhi","0.0"
"19","2006","6","Madhya Pradesh","Sidhi","0.0"
"19","2007","6","Madhya Pradesh","Sidhi","0.0"
"19","2008","6","Madhya Pradesh","Sidhi","0.0"
"19","2009","6","Madhya Pradesh","Sidhi","0.0"
"19","2010","6","Madhya Pradesh","Sidhi","0.0"
"19","2011","6","Madhya Pradesh","Sidhi","0.0"
"20","1990","6","Madhya Pradesh","Satna","55.0"
"20","1991","6","Madhya Pradesh","Satna","41.2"
"20","1992","6","Madhya Pradesh","Satna","20.0"
"20","1993","6","Madhya Pradesh","Satna","15.0"
"20","1994","6","Madhya Pradesh","Satna","40.2"
"20","1995","6","Madhya Pradesh","Satna","6.09"
"20","1996","6","Madhya Pradesh","Satna","4.45"
"20","1997","6","Madhya Pradesh","Satna","4.83"
"20","1998","6","Madhya Pradesh","Satna","28.0"
"20","1999","6","Madhya Pradesh","Satna","67.37"
"20","2000","6","Madhya Pradesh","Satna","12.13"
"20","2001","6","Madhya Pradesh","Satna","9.09"
"20","2002","6","Madhya Pradesh","Satna","12.91"
"20","2003","6","Madhya Pradesh","Satna","18.88"
"20","2004","6","Madhya Pradesh","Satna","18.96"
"20","2005","6","Madhya Pradesh","Satna","22.92"
"20","2006","6","Madhya Pradesh","Satna","32.05"
"20","2007","6","Madhya Pradesh","Satna","24.46"
"20","2008","6","Madhya Pradesh","Satna","29.32"
"20","2009","6","Madhya Pradesh","Satna","25.95"
"20","2010","6","Madhya Pradesh","Satna","32.16"
"20","2011","6","Madhya Pradesh","Satna","47.35"
"21","1990","6","Madhya Pradesh","Shahdol","60.0"
"21","1991","6","Madhya Pradesh","Shahdol","69.5"
"21","1992","6","Madhya Pradesh","Shahdol","70.0"
"21","1993","6","Madhya Pradesh","Shahdol","60.0"
"21","1994","6","Madhya Pradesh","Shahdol","62.0"
"21","1995","6","Madhya Pradesh","Shahdol","0.0"
"21","1996","6","Madhya Pradesh","Shahdol","0.0"
"21","1997","6","Madhya Pradesh","Shahdol","0.0"
"21","1998","6","Madhya Pradesh","Shahdol","85.0"
"21","1999","6","Madhya Pradesh","Shahdol","55.0"
"21","2000","6","Madhya Pradesh","Shahdol","0.0"
"21","2001","6","Madhya Pradesh","Shahdol","0.0"
"21","2002","6","Madhya Pradesh","Shahdol","0.0"
"21","2003","6","Madhya Pradesh","Shahdol","0.0"
"21","2004","6","Madhya Pradesh","Shahdol","0.0"
"21","2005","6","Madhya Pradesh","Shahdol","0.0"
"21","2006","6","Madhya Pradesh","Shahdol","0.0"
"21","2007","6","Madhya Pradesh","Shahdol","0.0"
"21","2008","6","Madhya Pradesh","Shahdol","0.0"
"21","2009","6","Madhya Pradesh","Shahdol","0.0"
"21","2010","6","Madhya Pradesh","Shahdol","0.0"
"21","2011","6","Madhya Pradesh","Shahdol","0.0"
"22","1990","6","Madhya Pradesh","Gwalior","10.0"
"22","1991","6","Madhya Pradesh","Gwalior","14.6"
"22","1992","6","Madhya Pradesh","Gwalior","14.5"
"22","1993","6","Madhya Pradesh","Gwalior","4.8"
"22","1994","6","Madhya Pradesh","Gwalior","0.0"
"22","1995","6","Madhya Pradesh","Gwalior","0.0"
"22","1996","6","Madhya Pradesh","Gwalior","0.0"
"22","1997","6","Madhya Pradesh","Gwalior","0.0"
"22","1998","6","Madhya Pradesh","Gwalior","22.5"
"22","1999","6","Madhya Pradesh","Gwalior","30.0"
"22","2000","6","Madhya Pradesh","Gwalior","0.0"
"22","2001","6","Madhya Pradesh","Gwalior","0.0"
"22","2002","6","Madhya Pradesh","Gwalior","0.0"
"22","2003","6","Madhya Pradesh","Gwalior","0.0"
"22","2004","6","Madhya Pradesh","Gwalior","0.0"
"22","2005","6","Madhya Pradesh","Gwalior","0.08"
"22","2006","6","Madhya Pradesh","Gwalior","0.0"
"22","2007","6","Madhya Pradesh","Gwalior","0.0"
"22","2008","6","Madhya Pradesh","Gwalior","0.0"
"22","2009","6","Madhya Pradesh","Gwalior","0.0"
"22","2010","6","Madhya Pradesh","Gwalior","0.0"
"22","2011","6","Madhya Pradesh","Gwalior","0.0"
"23","1990","6","Madhya Pradesh","Shivpuri","4.9"
"23","1991","6","Madhya Pradesh","Shivpuri","2.6"
"23","1992","6","Madhya Pradesh","Shivpuri","1.6"
"23","1993","6","Madhya Pradesh","Shivpuri","2.7"
"23","1994","6","Madhya Pradesh","Shivpuri","0.0"
"23","1995","6","Madhya Pradesh","Shivpuri","0.0"
"23","1996","6","Madhya Pradesh","Shivpuri","0.0"
"23","1997","6","Madhya Pradesh","Shivpuri","0.0"
"23","1998","6","Madhya Pradesh","Shivpuri","2.1"
"23","1999","6","Madhya Pradesh","Shivpuri","2.6"
"23","2000","6","Madhya Pradesh","Shivpuri","0.0"
"23","2001","6","Madhya Pradesh","Shivpuri","0.0"
"23","2002","6","Madhya Pradesh","Shivpuri","0.0"
"23","2003","6","Madhya Pradesh","Shivpuri","0.0"
"23","2004","6","Madhya Pradesh","Shivpuri","0.0"
"23","2005","6","Madhya Pradesh","Shivpuri","0.0"
"23","2006","6","Madhya Pradesh","Shivpuri","0.0"
"23","2007","6","Madhya Pradesh","Shivpuri","0.0"
"23","2008","6","Madhya Pradesh","Shivpuri","0.0"
"23","2009","6","Madhya Pradesh","Shivpuri","0.0"
"23","2010","6","Madhya Pradesh","Shivpuri","0.0"
"23","2011","6","Madhya Pradesh","Shivpuri","0.0"
"24","1990","6","Madhya Pradesh","Guna","1.1"
"24","1991","6","Madhya Pradesh","Guna","0.0"
"24","1992","6","Madhya Pradesh","Guna","0.0"
"24","1993","6","Madhya Pradesh","Guna","0.0"
"24","1994","6","Madhya Pradesh","Guna","0.0"
"24","1995","6","Madhya Pradesh","Guna","0.34"
"24","1996","6","Madhya Pradesh","Guna","0.01"
"24","1997","6","Madhya Pradesh","Guna","0.0"
"24","1998","6","Madhya Pradesh","Guna","0.0"
"24","1999","6","Madhya Pradesh","Guna","0.1"
"24","2000","6","Madhya Pradesh","Guna","0.0"
"24","2001","6","Madhya Pradesh","Guna","0.0"
"24","2002","6","Madhya Pradesh","Guna","0.0"
"24","2003","6","Madhya Pradesh","Guna","0.0"
"24","2004","6","Madhya Pradesh","Guna","0.0"
"24","2005","6","Madhya Pradesh","Guna","0.0"
"24","2006","6","Madhya Pradesh","Guna","0.0"
"24","2007","6","Madhya Pradesh","Guna","0.0"
"24","2008","6","Madhya Pradesh","Guna","0.0"
"24","2009","6","Madhya Pradesh","Guna","0.0"
"24","2010","6","Madhya Pradesh","Guna","0.0"
"24","2011","6","Madhya Pradesh","Guna","0.0"
"25","1990","6","Madhya Pradesh","Datia","0.6"
"25","1991","6","Madhya Pradesh","Datia","0.0"
"25","1992","6","Madhya Pradesh","Datia","0.0"
"25","1993","6","Madhya Pradesh","Datia","0.0"
"25","1994","6","Madhya Pradesh","Datia","0.0"
"25","1995","6","Madhya Pradesh","Datia","0.0"
"25","1996","6","Madhya Pradesh","Datia","0.0"
"25","1997","6","Madhya Pradesh","Datia","0.0"
"25","1998","6","Madhya Pradesh","Datia","0.0"
"25","1999","6","Madhya Pradesh","Datia","1.02"
"25","2000","6","Madhya Pradesh","Datia","0.0"
"25","2001","6","Madhya Pradesh","Datia","0.0"
"25","2002","6","Madhya Pradesh","Datia","0.0"
"25","2003","6","Madhya Pradesh","Datia","0.0"
"25","2004","6","Madhya Pradesh","Datia","0.0"
"25","2005","6","Madhya Pradesh","Datia","0.0"
"25","2006","6","Madhya Pradesh","Datia","0.0"
"25","2007","6","Madhya Pradesh","Datia","0.0"
"25","2008","6","Madhya Pradesh","Datia","0.0"
"25","2009","6","Madhya Pradesh","Datia","0.0"
"25","2010","6","Madhya Pradesh","Datia","0.0"
"25","2011","6","Madhya Pradesh","Datia","0.0"
"26","1990","6","Madhya Pradesh","Morena","1.8"
"26","1991","6","Madhya Pradesh","Morena","4.0"
"26","1992","6","Madhya Pradesh","Morena","4.5"
"26","1993","6","Madhya Pradesh","Morena","2.0"
"26","1994","6","Madhya Pradesh","Morena","2.8"
